Rating,Title,Text,ASIN,User ID
"5.0,",legit," ""legit.  love them.  I play with 1 in fully and 1 ear in 1/2.  really nice.  good product.  buy rechargeable batteries to go with them you'll save $$$"", ""images"""," ""B004S2JX7W"""," ""AGCI7FAH4GL5FI65HYLKWTMFZ2CQ"""
"3.0,",marginal sound quality," ""this really deserves 3 stars.  its not terrible, but its not great.  first is sound quality.  its not terrible.  2nd is limited distance.  its not terrible, but not great.<br /><br />I wish I had found a better product."", ""images"""," ""B0047T79VS"""," ""AGCI7FAH4GL5FI65HYLKWTMFZ2CQ"""
"5.0,",Five Stars," ""These work great for 8x10 frames."", ""images"""," ""B00IXNUDG2"""," ""AGXVBIUFLFGMVLATYXHJYL4A5Q7Q"""
"5.0,",... stronger WIFI to my upstairs level & it works great! Great value for the price," ""Bought to get stronger WIFI to my upstairs level & it works great! Great value for the price!"", ""images"""," ""B00PVCXB4Y"""," ""AGXVBIUFLFGMVLATYXHJYL4A5Q7Q"""
"5.0,",My kids love the wi fi streaming options," ""This is the 3rd Sony Blu Ray player I have bought & have been impressed with them all. My kids love the wi fi streaming options."", ""images"""," ""B00TYFCJ8S"""," ""AGXVBIUFLFGMVLATYXHJYL4A5Q7Q"""
"5.0,",Love Otterbox cases," ""Love Otterbox cases. These have protected my 7 & 9 year old's IPods with lots of drops & wear & tear."", ""images"""," ""B007Y2YVHU"""," ""AGXVBIUFLFGMVLATYXHJYL4A5Q7Q"""
"5.0,",Five Stars," ""great product. high quality. fits perfectly."", ""images"""," ""B01LQF8B7G"""," ""AGKHLEW2SOWHNMFQIJGBECAF7INQ"""
"4.0,",Four Stars," ""Pretty cool!!!<br /><br />Thanks Amazon."", ""images"""," ""B00ZV9RDKK"""," ""AEM663T6XHZFWLODF4US2RCOCUSA"""
"5.0,",NO GLUE JUST SCREWS," ""It came in quickly.  My son and grandson put it together for me in about 3 or 4 hr.  Time out for dinner and couple of beers.  Back to putting it to finish and test it out.  TV hung perfectly.  Fit right in the same corner a much smaller stand was in Clean looks with the wires now."", ""images"""," ""B08C78SQPM"""," ""AFE337D2J37YRU5U6MVTVKNDKWDA"""
"5.0,",Good choice," ""Just a normal cable, works great for my external monitor!"", ""images"""," ""B014I8UQJY"""," ""AGBFYI2DDIKXC5Y4FARTYDTQBMFQ"""
"5.0,",Good alarm clock," ""I love this alarm. Bright, nice tone. The system is a little confusing but the manual helps a lot. Once you get the hang of it you'll love it. It's a nice gentle way to wake up."", ""images"""," ""B0093162RM"""," ""AGBFYI2DDIKXC5Y4FARTYDTQBMFQ"""
"5.0,",Works great!," ""Works great with my pixel 2, I can charge quickly while listening to music."", ""images"""," ""B07FCZY1ZB"""," ""AGBFYI2DDIKXC5Y4FARTYDTQBMFQ"""
"5.0,",Great for music/podcasts and receiving calls," ""Works flawlessly! Great for music/podcasts and receiving calls. The microphone isn't set up that close to my face but still captures my voice clearly."", ""images"""," ""B00RH29CJO"""," ""AGBFYI2DDIKXC5Y4FARTYDTQBMFQ"""
"5.0,",Nice lightweight sleeve," ""I am not sure how much protection this provides - certainly less than a camera bag - but it will protect against scratches and small bumps. It's fairly thin. It fits my Canon EOS Rebel T6i w/ kit lens very well - like a glove."", ""images"""," ""B01976K5B6"""," ""AGBFYI2DDIKXC5Y4FARTYDTQBMFQ"""
"5.0,",better than I expected!," ""Awesome product, fits well on my mac. Would definitely recommend."", ""images"""," ""B013KPXNSW"""," ""AGBFYI2DDIKXC5Y4FARTYDTQBMFQ"""
"4.0,",Did anyone use this for a recessed TV mount?," ""I believe the electrical boxes are made especially to fit in a recessed (in wall) TV mount fixture. That is perhaps why it is made narrower. In the comments I am not seeing anyone using it for this. I would love to hear if someone used it placed inside a recessed mount and how it worked."", ""images"""," ""B001PL3XJS"""," ""AEVWAM3YWN5URJVJIZZ6XPD2MKIA"""
"5.0,",Don't know why I didn't get one of these years ...," ""Don't know why I didn't get one of these years ago..it's saving me $9 a month rental fee i was paying Comcast"", ""images"""," ""B004XC6GJ0"""," ""AEVWAM3YWN5URJVJIZZ6XPD2MKIA"""
"5.0,",Great portable monitor," ""Worked great for a vacation monitor. Had no issues with my MacBook. Good resolution, no dead pixels. Very easy to carry around"", ""images"""," ""B07V1SQ966"""," ""AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q"""
"5.0,",All rounder!," ""This has been a great headset for video conferencing all day. Comfort is great, mic quality is great and when I do play music it sounds great too."", ""images"""," ""B07Q9MJKBV"""," ""AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q"""
"5.0,",Great," ""Can easily hold 2 pairs of headphones and looks great!"", ""images"""," ""B07PQ334GJ"""," ""AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q"""
"5.0,",A great device to make any headphone wireless," ""Sound quality of my dt 990 much improved compared to just hooking up to my phone. Would recommend to everyone. Small and easy to use"", ""images"""," ""B07ZK3M6XK"""," ""AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q"""
"5.0,",Big hit at lunch," ""These are incredible value for the money. All of the included parts have worked for a few months and are still in great quality. We use them at lunch for an hour each day with smash."", ""images"""," ""B078LLS33F"""," ""AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q"""
"5.0,",Easy and plentiful," ""Stick great to my desk and provide ample spaces for all of my cords. The color coding is more useful than I thought originally. Since each one has two spots, I had enough for my desk and bed night stand."", ""images"""," ""B00V3KM73E"""," ""AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q"""
"5.0,",Great RAM," ""This pair is fantastic for the price I paid(just over 50$) . There are a little long and tall which forced me to move my two fans around them, but that is more case design flaw than anything. I haven't had any issues with them and have used PNY for a long time."", ""images"""," ""B012ASFKOU"""," ""AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q"""
"4.0,",good and cheap," ""Had for about a month now. Still running strong and keeping my twc ultimate internet on all 8 of my houses devices. Goes through three rooms and I'll lose just a small fraction of speed (10mbps loss for a ranch style house)."", ""images"""," ""B001FWYGJS"""," ""AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q"""
"5.0,",Does what it is meant to do," ""Very easy to configure, fits my 11.6&#34; Alienware very well. I can focus air on my Gpu and WASD keys to prevent from getting hot. Easy recommendation to anyone who needs a cooler for intense applications. My WASD keys barely get hot and my Gpu runs much more stable."", ""images"""," ""B00CPZJP7M"""," ""AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q"""
"5.0,",Works great with my Samsung Galaxy Pro S5e," ""Everything works great on the hub with my Samsung Galaxy Pro S5e."", ""images"""," ""B07TVSLDND"""," ""AEAUZK2OLWXD75AWJOCCGGCL3H2A"""
"5.0,",At first seemed DOA.," ""Must visually confirm that connector is fully extended by looking at slide groove.  Mine seemed DOA until I realized that  it wasn't making electrical connection."", ""images"""," ""B00RBGYGPG"""," ""AEAUZK2OLWXD75AWJOCCGGCL3H2A"""
"5.0,",Cute for photos!," ""Thin material but perfect to hang for a photo backdrop. Very happy!"", ""images"""," ""B07RJHQSGB"""," ""AE74DYR3QUGVPZJ3P7RFWBGIX7XQ"""
"1.0,",Arrived damaged," ""Arrived damaged"", ""images"""," ""B095KHWNLK"""," ""AFQLNQNQYFWQZPJQZS6V3NZU4QBQ"""
"5.0,",Great," ""Fast charging"", ""images"""," ""B07PGRR6QN"""," ""AFQLNQNQYFWQZPJQZS6V3NZU4QBQ"""
"5.0,",Good cord," ""Good cord. 15ft is exactly what I wanted."", ""images"""," ""B00DI89SLS"""," ""AHITBJSS7KYUBVZPX7M2WJCOIVKQ"""
"5.0,",Great cover and protection," ""Fits my MacBook Air perfectly! Has a soft touch. Great product."", ""images"""," ""B06VTQK7CB"""," ""AHITBJSS7KYUBVZPX7M2WJCOIVKQ"""
"1.0,",Don\u2019t buy this product," ""DO NOT BUY THIS PRODUCT!! The first time I zipped the first pouch, the zipper broke. I tried another one, same thing,  zipper broke on the first try. HORRIBLE!!!"", ""images"""," ""B0776DSP7Y"""," ""AHITBJSS7KYUBVZPX7M2WJCOIVKQ"""
"2.0,",Disappointed," ""Not very accurate in tracking steps taken.  Wrist band started coming off after 3 months of use."", ""images"""," ""B00N2BVOUE"""," ""AHITBJSS7KYUBVZPX7M2WJCOIVKQ"""
"5.0,",Five Stars," ""Works great. Easy to install."", ""images"""," ""B00EVVGAFI"""," ""AHITBJSS7KYUBVZPX7M2WJCOIVKQ"""
"2.0,",Very Disappointing," ""Very very slow processor. Disappointing."", ""images"""," ""B00L49X8E6"""," ""AHITBJSS7KYUBVZPX7M2WJCOIVKQ"""
"5.0,",Great headsets," ""Great headsets. Comfortable. Great sound quality."", ""images"""," ""B005HS5MKS"""," ""AHITBJSS7KYUBVZPX7M2WJCOIVKQ"""
"5.0,",Great Case," ""Great case. Fits both the iPad Air & Air 2. Comes with a removable inner lining. When removed it fits the iPad Air. Looks good. Bought it in December 2014, still in great shape."", ""images"""," ""B00PQBDQPO"""," ""AHITBJSS7KYUBVZPX7M2WJCOIVKQ"""
"5.0,",Great Product," ""AWESOME sound!  Easy to install. The wireless subwoofer makes it easy to place any where in the room."", ""images"""," ""B00CRF9V2O"""," ""AHITBJSS7KYUBVZPX7M2WJCOIVKQ"""
"5.0,",Great Product," ""Excellent sound. Easy to install."", ""images"""," ""B00BHC7ZTE"""," ""AHITBJSS7KYUBVZPX7M2WJCOIVKQ"""
"4.0,",Worthy Purchase!," ""Arrived sooner than the original really long estimated date.  Packaged well.  Remote wall bracket included.  No ceiling or wall mounting hardware included for the screen.  Very quiet operation. Moves very slowly up/down, but no big problem as the projector is usually getting up to temperature.  High vinyl odor, but that's fading, since installed 4 days ago. Does hide-away nicely and seems unobtrusive.  Worthy purchase."", ""images"""," ""B00852JEPW"""," ""AHITBJSS7KYUBVZPX7M2WJCOIVKQ"""
"2.0,",This thing has a mind of its own\u2026..," ""This cameras seems to focus on what \u201cit\u201d wants. I will try to capture and watch an area by moving the cameras visual area using the app but it will quickly return to another area. Not even the same area as was before I decided to look elsewhere. It tends to bounce anywhere it\u2019s little heart desires causing me frustration and non use."", ""images"""," ""B07YB8HZ8T"""," ""AERGOXGAFZ2J3ZMHXVLZQGTW36RA"""
"5.0,",Easy connect," ""A little crackly at times but not that noticeable. Just turn the volume up. Easy connect. Use everyday"", ""images"""," ""B06XJ1YZSH"""," ""AHNCL7NLOKEPI7UADY4TIXN3UTFA"""
"1.0,",Junk," ""To me, this was a waste of money. Not useful on a plane or really anywhere. Too short, once bent, leaving no surface space so phone wants to fall off. Don\u2019t buy it. Save your money."", ""images"""," ""B072MBPWMV"""," ""AFEAJQIVVIZCTKQNNHD73H7VQSPQ"""
"5.0,",Good purchase," ""Works great. Son uses it to hold Beats and Jaybirds. Traveled well and protected items."", ""images"""," ""B01EMYUOLE"""," ""AFVNEEPDEIH5SPUN5BWC6NKL3WNQ"""
"5.0,",Happy with purchase," ""Works great. No complaints!"", ""images"""," ""B0714NB5TL"""," ""AFVNEEPDEIH5SPUN5BWC6NKL3WNQ"""
"4.0,","Big, sturdy and easy zippers"," ""My son likes it,holding up well considering how much weight he puts in it.So far so good!"", ""images"""," ""B071ZYHCM6"""," ""AFDERBL3G23J5U6HHQBAZLTREKOA"""
"5.0,",Five Stars," ""love them so much thank you"", ""images"""," ""B002MAPSC6"""," ""AHXSBZT52TCPZUBVCBRICTHWUCBA"""
"5.0,",Five Stars," ""awesome"", ""images"""," ""B0045DT3A6"""," ""AHXSBZT52TCPZUBVCBRICTHWUCBA"""
"5.0,",Five Stars," ""Gift"", ""images"""," ""B0733GXPYZ"""," ""AHBHMMUTJ5W3SZUHVKUP35ZYKUHA"""
"2.0,",Flimsy stamd," ""The projection screen itself is not wrinkle free and the stand is super flimsy. I'm just going to end up using some heavy duty velcro strips to hang the screen without the stand."", ""images"""," ""B07TPLH5YK"""," ""AFJTRBXMURLHS5EGNXLUHDHIZRFQ"""
"2.0,",Manufacturers defect and terrible customer support.," ""Just brought this TV in March and the panel is screwed. Turns out it's a manufacturers defect. Trying to get this TV replaced or repaired has been HELL!  I had been calling support since March and finally got through at the end of July. I've been transferred to 3 different departments just to get the exchange finalized. No one has made any effort to contact me about when or how this exchange will take place. Terrible!"", ""images"""," ""B07FPQ343D"""," ""AFJTRBXMURLHS5EGNXLUHDHIZRFQ"""
"5.0,",Very nice! I love my new larger screen Kindle," ""Very nice!  I love my new larger screen Kindle."", ""images"""," ""B00VKIY9RG"""," ""AHSPLDNW5OOUK2PLH7GXLACFBZNQ"""
"5.0,",Love it! It fits my Chromebook perfectly," ""Love it!  It fits my Chromebook perfectly."", ""images"""," ""B00J39BYSG"""," ""AHSPLDNW5OOUK2PLH7GXLACFBZNQ"""
"1.0,",Horrible. It did not amplify anything," ""Horrible.  It did not amplify anything.  All I heard was a buzzing sound.  I'm so disappointed."", ""images"""," ""B0061F6QUG"""," ""AHSPLDNW5OOUK2PLH7GXLACFBZNQ"""
"5.0,",Great quality and more stations than bunny ears," ""I purchased this for my Nana who is 94 yrs old and doesn\u2019t have cable. It was simple to set up (follow instructions on TV settings to setup) and my nana now has more stations and way better quality visually as well as for listening because the stations no longer go in and out! Definitely worth the money."", ""images"""," ""B09DRXBKVG"""," ""AHTTU2FL6FCNBBAESCJHOHHSSW7A"""
"5.0,",Excited to swim with these!!!," ""Pretty cool design...still figuring out how to get the mp3s added for swimming!"", ""images"""," ""B09TB71VLY"""," ""AGBUJDDLRJIUJFTKPABJT6CJTHRQ"""
"5.0,",Easy to install," ""I needed this for work and it was easy to install, I use it daily.  Have only had it a few weeks but so far, so good.  It comes with a long cord too which is a good feature."", ""images"""," ""B002N3MM6W"""," ""AGXFEGMNVCSTSYYA5UWXDV7AFSXA"""
"5.0,",Recommended," ""Super happy and got it on promo! Would recommend"", ""images"""," ""B01MZEEFNX"""," ""AHZIJGKEWRTAEOZ673G5B3SNXEGQ"""
"5.0,",Dot," ""Love it"", ""images"""," ""B07PGL2N7J"""," ""AHZIJGKEWRTAEOZ673G5B3SNXEGQ"""
"5.0,",Double Din Car Stereo Android 9.0 Quad Core 7 Inch HD," ""came as advertised; delivered before date-of-delivery; good value for money<br />radio standard, depending on your car, may need install kit for your car;<br />I needed kit for my 2013 Toyota . . .<br />suggest you measure area opening of dash where radio is to be mounted"", ""images"""," ""B07J2GSF3S"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"4.0,",ASURION 3 Year Portable Electronic Accident Protection Plan with Tech Support  $20-29.99," ""nice to have an accident plan just in case of the unexpected . . ."", ""images"""," ""B07Q585X37"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"4.0,",Double Din Car Stereo GPS Navigation for Car 6.2 Inch Touch Screen," ""this item was gift; friend likes it so far; still testing. . . . .likes the knob controls . . . ."", ""images"""," ""B07WPY2W4Y"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"4.0,","Dual Electronics XDVD276BT 6.2\ LCD Touch Screen Double Din"""," ""easy install. . . . all options worked. . . .<br />just screen is a little dark. . . even more when lights are turned on . . . . .<br /><br />I would recommend buying this unit"", ""images"""," ""B083Z3QCY6"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"4.0,",good product at a decent price," ""a nice set of assortment screws for computer . . ."", ""images"""," ""B07F71KFMQ"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"4.0,",assemble as instructed," ""this was a gift / my friend says he liked it / it was what he thought it was / he likes the idea of open computer . . ."", ""images"""," ""B07547WSQQ"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"4.0,",use as intended," ""looks like original / wouldn't tell the difference if it didn't say replacement . . ."", ""images"""," ""B07P7KG4TJ"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"4.0,",good product at a decent price," ""haven't used any yet. . . .needed some extra cables when I'm ready to install more SSD's. . ."", ""images"""," ""B01LYC6A8M"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"5.0,",good product at a decent price," ""perfect fit in 3.5 slot. . .the dual holder allows to install extra SSD any time. . . or you can go with a HDD for more storage space"", ""images"""," ""B016498CK0"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"5.0,",good product at a decent price," ""easy install in my HP computer, perfect fit/ no problems with clean install win 10/very satisfied. . ."", ""images"""," ""B0781Z7Y3S"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"5.0,",good product at a decent price," ""using this addlink in a desktop and my laptop / easy install. . . perfect fits. . .did help increase speed of my computers. . ."", ""images"""," ""B0791DC3PW"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"3.0,",Dual dash cam," ""wife wasn't satisfied with overall operation. . . .I liked it tho, but had to put it back in the box"", ""images"""," ""B07B4BF3KT"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"5.0,",Wavlink," ""used once to test it out. . . . .worked great. . . I liked it. . ."", ""images"""," ""B07C9RSZFM"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"5.0,",16g cork usb," ""it worked fine / great conversation piece too!"", ""images"""," ""B018S7DPU8"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"5.0,",Five Stars," ""perfect item for a novices user as I am. . ."", ""images"""," ""B00MYU0E0K"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"5.0,",Five Stars," ""Great little device!"", ""images"""," ""B01KWY71BO"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"4.0,",Four Stars," ""Good warranty!"", ""images"""," ""B008I64LC6"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"3.0,",Three Stars," ""good to know I have if needed. . ."", ""images"""," ""B0083J8DFY"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"5.0,",Five Stars," ""good wiring kit; everything we needed to install amp and subs"", ""images"""," ""B000FKP7TY"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"5.0,",Five Stars," ""perfect fit. . . this shade of blue matches the lavender tablet"", ""images"""," ""B00X4XEBTQ"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"4.0,",GOOD ITEM.," ""WORKS AS PROMISED. . .GOOD ITEM. . ."", ""images"""," ""B001CJOLBW"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"5.0,",Five Stars," ""WORTH THE MONEY; VERY GOOD BACK-UP AMP; LIKE ALL THE EXTRAS. . ."", ""images"""," ""B0032FOKME"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"5.0,",2 Display Spitters," ""awsome. . .just what I was looking for. . .came on time; works great; going to have to order more for friends"", ""images"""," ""B000FI2EAG"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"5.0,",ASUS MONITOR," ""MONITOR IS EVERYTHING i THOUGHT IT WOULD BE AND MORE. REALLY LIKE THE \""PICTURE-N-PICTURE OPTION. NO DAMAGE IN SHIPPING AND ARIVED WITH IN THE TIME SPECIFICED. I WOULD HIGHLY RECOMMEND THIS MONITOR FOR ANY COMPUTER SYSTEM ESPECIALLY IF YOU USE YOUR COMPUTER TO WATCH TV OR MOVIES. . .ONE TINY LITTLE THING THOO; THE MONITOR SPECKERS ARN'T THAT GREAT, BUT I USE OTHER SPEAKERS ANYWAY. A GOOD MONITOR FOR THE PRICE. MY FRIENDS ALL THOUGHT IT COSTS MUCH MORE."", ""images"""," ""B003UT2C4U"""," ""AEFKF6R2GUSK2AWPSWRR4ZO36JVQ"""
"5.0,",Go for it if you like legos," ""Good stuff. Literally a lego fitted to be a key cap. Probably wouldn\u2019t spend another $25 on it for myself, but good craftsmanship."", ""images"""," ""B084JBVY4S"""," ""AFO6QN6ICKWUFQV3UEWK5EECIQTQ"""
"5.0,",... for a birthday and I already know he will love it because I sure do," ""Got it for my boyfriend for a birthday and I already know he will love it because I sure do."", ""images"""," ""B0073HSJR4"""," ""AFO6QN6ICKWUFQV3UEWK5EECIQTQ"""
"5.0,",Five Stars," ""Perfect condition. Would recommend to anybody."", ""images"""," ""B007JRB0RE"""," ""AFO6QN6ICKWUFQV3UEWK5EECIQTQ"""
"5.0,",Perfect," ""This is exactly what we needed for our new Arlo Cameras and the best price!"", ""images"""," ""B071CMGRLL"""," ""AH4MB6HER73XDOV6I4ICPNT24YQQ"""
"3.0,",Bad standby life," ""These batteries during use have a good life. Standby life is poor. They discharge in 7/10 days of standby. For a recreational photographer this limiting."", ""images"""," ""B006ZZXVCI"""," ""AHFY2QSS6PK5MHSYZFI6TXUYNPLQ"""
"5.0,",Refurbished and satisfied," ""My granddaughter is overjoyed!"", ""images"""," ""B01DFKC6CQ"""," ""AGMJ3EMDVL6OWBJF7CA5RGJLXN5A"""
"5.0,",VERY EXPENSIVE," ""My Grandaughter was VERY HAPPY"", ""images"""," ""B075L97BGR"""," ""AGMJ3EMDVL6OWBJF7CA5RGJLXN5A"""
"5.0,",Five Stars," ""great gift from wife."", ""images"""," ""B01J94YIT6"""," ""AFWHJ6O3PV4JC7PVOJH6CPULO2KQ"""
"1.0,",One Star," ""ordered wrong size. Returned!"", ""images"""," ""B071HXSW4Y"""," ""AFWHJ6O3PV4JC7PVOJH6CPULO2KQ"""
"5.0,",Five Stars," ""Just what was needed."", ""images"""," ""B00M77HMU0"""," ""AFWHJ6O3PV4JC7PVOJH6CPULO2KQ"""
"1.0,",Did not fit," ""This cover does not fit my Kindle, so I guess Im stuck with it! Not very happy with this item."", ""images"""," ""B005HSG31K"""," ""AFWHJ6O3PV4JC7PVOJH6CPULO2KQ"""
"3.0,",You get what you pay for I guess.," ""I'm giving it three stars because, although the case and keyboard cover are good (I really like those), the sleeve has already started ripping. I haven't even had this for a week. It's kind of disappointing actually. I love the colors of the case and keyboard cover though! But for the sake of the sleeve, which I thought was essential, I have to give it a sleeve."", ""images"""," ""B00D2J8558"""," ""AEZGPLOYTSAPR3DHZKKXEFPAXUAA"""
"1.0,",These do not stick - pretty much useless.," ""These do not stick.  They fall off almost immediately.  Pretty much useless."", ""images"""," ""B0BFVZ8M2D"""," ""AHCPZDDPHJE3G7M6ST5WGRPLXHOA"""
"5.0,",Great little gadget!," ""Works exactly as described!  \ud83d\udc4d"", ""images"""," ""B08MV99RNV"""," ""AHCPZDDPHJE3G7M6ST5WGRPLXHOA"""
"5.0,",Good TV for the price.," ""The tv overall is really good.  Good picture and better sound quality than I expected.  The user interface is quick and responsive.  I did get a little frustrated with some of the initial set up  - but nothing too bad.  The remote seems a bit on the cheap side - but it works well."", ""images"""," ""B08P4WR6XB"""," ""AHCPZDDPHJE3G7M6ST5WGRPLXHOA"""
"5.0,",These work Great.," ""These are the best and most reasonably priced earbuds I have ever had.  I use them when I run and they consistently perform well."", ""images"""," ""B09K7K5J3N"""," ""AHCPZDDPHJE3G7M6ST5WGRPLXHOA"""
"4.0,",Great picture - not so great mic," ""Great picture quality - but the mic doesn't work as well."", ""images"""," ""B084ZJFNKN"""," ""AHCPZDDPHJE3G7M6ST5WGRPLXHOA"""
"5.0,",Great small speaker.  Good sound for its size.," ""This is a great little speaker.  Has really good sound for its size.  Very good battery life as well.  There are more expensive speakers available that have better sound quality - but this one is really good for the price."", ""images"""," ""B01MTB55WH"""," ""AHCPZDDPHJE3G7M6ST5WGRPLXHOA"""
"4.0,",Great Buds for use in an office or other similar locations.," ""These are great inexpensive ear buds.  My only complaint would be  lack of bass in the music.  Other than that, these are a good low-cost selection for some wireless buds.  I use mine every day at work."", ""images"""," ""B07S5JVP78"""," ""AHCPZDDPHJE3G7M6ST5WGRPLXHOA"""
"5.0,",This thing is really great!!!," ""Easy to use - great battery life - pretty good sound for such a small speaker!  What else could you want??  Definitely worth the money."", ""images"""," ""B016XTADG2"""," ""AHCPZDDPHJE3G7M6ST5WGRPLXHOA"""
